Precinct_name,candidate_name,Contest_title,Sum of total_votes
436,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",12
436,Kendall Pace,"AT LARGE POSITION 9, AISD",12
436,Mike Martinez,"MAYOR, CITY OF AUSTIN",32
436,"Sabino ""Pio"" Renteria","DISTRICT 3, AUSTIN CITY COUNCIL, CITY OF AUSTIN",21
436,Steve Adler,"MAYOR, CITY OF AUSTIN",10
436,Susana R. Almanza,"DISTRICT 3, AUSTIN CITY COUNCIL, CITY OF AUSTIN",17
437,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",136
437,Hillary Procknow,"AT LARGE POSITION 9, AISD",91
437,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",120
437,Kate Mason-Murphy,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",110
437,Kendall Pace,"AT LARGE POSITION 9, AISD",153
437,Mike Martinez,"MAYOR, CITY OF AUSTIN",160
437,Paul Salda�a,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",143
437,Steve Adler,"MAYOR, CITY OF AUSTIN",222
438,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",131
438,Hillary Procknow,"AT LARGE POSITION 9, AISD",79
438,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",76
438,Kendall Pace,"AT LARGE POSITION 9, AISD",120
438,Mike Martinez,"MAYOR, CITY OF AUSTIN",163
438,"Sabino ""Pio"" Renteria","DISTRICT 3, AUSTIN CITY COUNCIL, CITY OF AUSTIN",208
438,Steve Adler,"MAYOR, CITY OF AUSTIN",116
438,Susana R. Almanza,"DISTRICT 3, AUSTIN CITY COUNCIL, CITY OF AUSTIN",65
439,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",164
439,Hillary Procknow,"AT LARGE POSITION 9, AISD",122
439,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",136
439,Kendall Pace,"AT LARGE POSITION 9, AISD",156
439,Mike Martinez,"MAYOR, CITY OF AUSTIN",243
439,"Sabino ""Pio"" Renteria","DISTRICT 3, AUSTIN CITY COUNCIL, CITY OF AUSTIN",299
439,Steve Adler,"MAYOR, CITY OF AUSTIN",169
439,Susana R. Almanza,"DISTRICT 3, AUSTIN CITY COUNCIL, CITY OF AUSTIN",112
440,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",26
440,Hillary Procknow,"AT LARGE POSITION 9, AISD",30
440,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",29
440,Kendall Pace,"AT LARGE POSITION 9, AISD",29
440,Mike Martinez,"MAYOR, CITY OF AUSTIN",40
440,"Sabino ""Pio"" Renteria","DISTRICT 3, AUSTIN CITY COUNCIL, CITY OF AUSTIN",45
440,Steve Adler,"MAYOR, CITY OF AUSTIN",46
440,Susana R. Almanza,"DISTRICT 3, AUSTIN CITY COUNCIL, CITY OF AUSTIN",38
441,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",220
441,Hillary Procknow,"AT LARGE POSITION 9, AISD",169
441,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",185
441,Kate Mason-Murphy,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",79
441,Kendall Pace,"AT LARGE POSITION 9, AISD",220
441,Mike Martinez,"MAYOR, CITY OF AUSTIN",256
441,Paul Salda�a,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",109
441,"Sabino ""Pio"" Renteria","DISTRICT 3, AUSTIN CITY COUNCIL, CITY OF AUSTIN",301
441,Steve Adler,"MAYOR, CITY OF AUSTIN",302
441,Susana R. Almanza,"DISTRICT 3, AUSTIN CITY COUNCIL, CITY OF AUSTIN",231
442,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",44
442,Hillary Procknow,"AT LARGE POSITION 9, AISD",30
442,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",36
442,Kendall Pace,"AT LARGE POSITION 9, AISD",45
442,Mike Martinez,"MAYOR, CITY OF AUSTIN",60
442,"Sabino ""Pio"" Renteria","DISTRICT 3, AUSTIN CITY COUNCIL, CITY OF AUSTIN",62
442,Steve Adler,"MAYOR, CITY OF AUSTIN",59
442,Susana R. Almanza,"DISTRICT 3, AUSTIN CITY COUNCIL, CITY OF AUSTIN",56
443,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",138
443,Hillary Procknow,"AT LARGE POSITION 9, AISD",91
443,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",93
443,Kendall Pace,"AT LARGE POSITION 9, AISD",133
443,Mike Martinez,"MAYOR, CITY OF AUSTIN",130
443,Steve Adler,"MAYOR, CITY OF AUSTIN",147
444,"David ""D"" Thompson","DISTRICT 1, SINGLE MEMBER TRUSTEE, AISD",8
444,DeWayne Lofton,"DISTRICT 1, AUSTIN CITY COUNCIL, CITY OF AUSTIN",4
444,Edmund T. Gordon,"DISTRICT 1, SINGLE MEMBER TRUSTEE, AISD",8
444,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",10
444,Hillary Procknow,"AT LARGE POSITION 9, AISD",6
444,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",4
444,Kendall Pace,"AT LARGE POSITION 9, AISD",8
444,Mike Martinez,"MAYOR, CITY OF AUSTIN",10
444,Ora Houston,"DISTRICT 1, AUSTIN CITY COUNCIL, CITY OF AUSTIN",13
444,Steve Adler,"MAYOR, CITY OF AUSTIN",7
446,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",75
446,Hillary Procknow,"AT LARGE POSITION 9, AISD",61
446,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",70
446,Kate Mason-Murphy,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",96
446,Kendall Pace,"AT LARGE POSITION 9, AISD",78
446,Mike Martinez,"MAYOR, CITY OF AUSTIN",95
446,Paul Salda�a,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",73
446,"Sabino ""Pio"" Renteria","DISTRICT 3, AUSTIN CITY COUNCIL, CITY OF AUSTIN",127
446,Steve Adler,"MAYOR, CITY OF AUSTIN",100
446,Susana R. Almanza,"DISTRICT 3, AUSTIN CITY COUNCIL, CITY OF AUSTIN",59
447,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",162
447,Hillary Procknow,"AT LARGE POSITION 9, AISD",127
447,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",150
447,Kate Mason-Murphy,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",146
447,Kendall Pace,"AT LARGE POSITION 9, AISD",175
447,Mike Martinez,"MAYOR, CITY OF AUSTIN",173
447,Paul Salda�a,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",183
447,Steve Adler,"MAYOR, CITY OF AUSTIN",214
448,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",75
448,Hillary Procknow,"AT LARGE POSITION 9, AISD",73
448,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",78
448,Kendall Pace,"AT LARGE POSITION 9, AISD",83
448,Mike Martinez,"MAYOR, CITY OF AUSTIN",93
448,Steve Adler,"MAYOR, CITY OF AUSTIN",93
450,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",144
450,Hillary Procknow,"AT LARGE POSITION 9, AISD",79
450,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",113
450,Kendall Pace,"AT LARGE POSITION 9, AISD",119
450,Mike Martinez,"MAYOR, CITY OF AUSTIN",128
450,Steve Adler,"MAYOR, CITY OF AUSTIN",176
451,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",136
451,Hillary Procknow,"AT LARGE POSITION 9, AISD",123
451,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",133
451,Kate Mason-Murphy,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",118
451,Kendall Pace,"AT LARGE POSITION 9, AISD",151
451,Mike Martinez,"MAYOR, CITY OF AUSTIN",141
451,Paul Salda�a,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",172
451,Steve Adler,"MAYOR, CITY OF AUSTIN",196
452,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",67
452,Hillary Procknow,"AT LARGE POSITION 9, AISD",51
452,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",47
452,Kendall Pace,"AT LARGE POSITION 9, AISD",61
452,Mike Martinez,"MAYOR, CITY OF AUSTIN",63
452,Steve Adler,"MAYOR, CITY OF AUSTIN",74
454,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",157
454,Hillary Procknow,"AT LARGE POSITION 9, AISD",103
454,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",166
454,Kate Mason-Murphy,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",37
454,Kendall Pace,"AT LARGE POSITION 9, AISD",197
454,Mike Martinez,"MAYOR, CITY OF AUSTIN",164
454,Paul Salda�a,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",19
454,Steve Adler,"MAYOR, CITY OF AUSTIN",285
458,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",195
458,Hillary Procknow,"AT LARGE POSITION 9, AISD",154
458,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",199
458,Kate Mason-Murphy,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",190
458,Kendall Pace,"AT LARGE POSITION 9, AISD",222
458,Mike Martinez,"MAYOR, CITY OF AUSTIN",177
458,Paul Salda�a,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",210
458,Steve Adler,"MAYOR, CITY OF AUSTIN",312
460,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",256
460,Hillary Procknow,"AT LARGE POSITION 9, AISD",172
460,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",189
460,Kate Mason-Murphy,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",233
460,Kendall Pace,"AT LARGE POSITION 9, AISD",274
460,Mike Martinez,"MAYOR, CITY OF AUSTIN",278
460,Paul Salda�a,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",165
460,Steve Adler,"MAYOR, CITY OF AUSTIN",332
461,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",177
461,Hillary Procknow,"AT LARGE POSITION 9, AISD",139
461,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",148
461,Kate Mason-Murphy,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",143
461,Kendall Pace,"AT LARGE POSITION 9, AISD",163
461,Mike Martinez,"MAYOR, CITY OF AUSTIN",213
461,Paul Salda�a,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",190
461,Steve Adler,"MAYOR, CITY OF AUSTIN",251
463,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",164
463,Hillary Procknow,"AT LARGE POSITION 9, AISD",131
463,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",133
463,Kate Mason-Murphy,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",138
463,Kendall Pace,"AT LARGE POSITION 9, AISD",155
463,Mike Martinez,"MAYOR, CITY OF AUSTIN",168
463,Paul Salda�a,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",170
463,Steve Adler,"MAYOR, CITY OF AUSTIN",214
H228,Mike Martinez,"MAYOR, CITY OF AUSTIN",0
H228,Steve Adler,"MAYOR, CITY OF AUSTIN",0
H230,Ed Scruggs,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",0
H230,Ellen Troxclair,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",0
H230,Mike Martinez,"MAYOR, CITY OF AUSTIN",0
H230,Steve Adler,"MAYOR, CITY OF AUSTIN",0
H442,Ed Scruggs,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",0
H442,Ellen Troxclair,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",0
H442,Mike Martinez,"MAYOR, CITY OF AUSTIN",0
H442,Steve Adler,"MAYOR, CITY OF AUSTIN",0
W122,Don Zimmerman,"DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",0
W122,"James ""Jimmy"" Flannigan","DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",2
W122,Mike Martinez,"MAYOR, CITY OF AUSTIN",0
W122,Steve Adler,"MAYOR, CITY OF AUSTIN",2
W138,Don Zimmerman,"DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",0
W138,"James ""Jimmy"" Flannigan","DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",0
W138,Mike Martinez,"MAYOR, CITY OF AUSTIN",0
W138,Steve Adler,"MAYOR, CITY OF AUSTIN",0
W140,Don Zimmerman,"DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",6
W140,"James ""Jimmy"" Flannigan","DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",4
W140,Mike Martinez,"MAYOR, CITY OF AUSTIN",2
W140,Steve Adler,"MAYOR, CITY OF AUSTIN",8
W146,Don Zimmerman,"DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",161
W146,"James ""Jimmy"" Flannigan","DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",224
W146,Mike Martinez,"MAYOR, CITY OF AUSTIN",87
W146,Steve Adler,"MAYOR, CITY OF AUSTIN",294
W147,Don Zimmerman,"DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",37
W147,"James ""Jimmy"" Flannigan","DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",56
W147,Mike Martinez,"MAYOR, CITY OF AUSTIN",32
W147,Steve Adler,"MAYOR, CITY OF AUSTIN",65
W151,Don Zimmerman,"DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",59
W151,"James ""Jimmy"" Flannigan","DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",80
W151,Mike Martinez,"MAYOR, CITY OF AUSTIN",36
W151,Steve Adler,"MAYOR, CITY OF AUSTIN",104
W152,Don Zimmerman,"DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",34
W152,"James ""Jimmy"" Flannigan","DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",47
W152,Mike Martinez,"MAYOR, CITY OF AUSTIN",31
W152,Steve Adler,"MAYOR, CITY OF AUSTIN",53
W162,Don Zimmerman,"DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",56
W162,"James ""Jimmy"" Flannigan","DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",92
W162,Mike Martinez,"MAYOR, CITY OF AUSTIN",58
W162,Steve Adler,"MAYOR, CITY OF AUSTIN",95
W186,Don Zimmerman,"DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",170
W186,"James ""Jimmy"" Flannigan","DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",118
W186,Mike Martinez,"MAYOR, CITY OF AUSTIN",52
W186,Steve Adler,"MAYOR, CITY OF AUSTIN",241
W189,Don Zimmerman,"DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",108
W189,"James ""Jimmy"" Flannigan","DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",143
W189,Mike Martinez,"MAYOR, CITY OF AUSTIN",66
W189,Steve Adler,"MAYOR, CITY OF AUSTIN",190
W197,Don Zimmerman,"DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",151
W197,"James ""Jimmy"" Flannigan","DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",130
W197,Mike Martinez,"MAYOR, CITY OF AUSTIN",51
W197,Steve Adler,"MAYOR, CITY OF AUSTIN",238
W198,Don Zimmerman,"DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",0
W198,"James ""Jimmy"" Flannigan","DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",3
W198,Mike Martinez,"MAYOR, CITY OF AUSTIN",2
W198,Steve Adler,"MAYOR, CITY OF AUSTIN",1
W218,Don Zimmerman,"DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",305
W218,"James ""Jimmy"" Flannigan","DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",242
W218,Mike Martinez,"MAYOR, CITY OF AUSTIN",139
W218,Steve Adler,"MAYOR, CITY OF AUSTIN",405
W266,Don Zimmerman,"DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",4
W266,"James ""Jimmy"" Flannigan","DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",1
W266,Mike Martinez,"MAYOR, CITY OF AUSTIN",1
W266,Steve Adler,"MAYOR, CITY OF AUSTIN",4
W274,Don Zimmerman,"DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",122
W274,"James ""Jimmy"" Flannigan","DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",163
W274,Mike Martinez,"MAYOR, CITY OF AUSTIN",58
W274,Steve Adler,"MAYOR, CITY OF AUSTIN",230
W275,Don Zimmerman,"DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",194
W275,"James ""Jimmy"" Flannigan","DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",197
W275,Mike Martinez,"MAYOR, CITY OF AUSTIN",78
W275,Steve Adler,"MAYOR, CITY OF AUSTIN",311
Grand Total,,,246481
